12.,156.,-0.58216174
1.20000000e+01,4.69000000e+02,4.03943693e-01
13.,237.,-2.84484357
13.,20.,-1.90401619
13.,287.,-1.09512812
13.,91.,1.38695185
13.,223.,-0.58505345
13.,283.,0.51910423
13.,447.,-0.59573034
13.,373.,-0.61261717
13.,183.,-0.52521555
13.,490.,1.96635202
13.,304.,-1.05212148
1.30000000e+01,4.97000000e+02,2.78753898e-01
13.,195.,0.48350025
1.30000000e+01,3.80000000e+02,-6.89322929e-02
13.,290.,-1.05447302
13.,46.,-3.2340826
13.,485.,-1.69151936
13.,337.,1.52132812
13.,299.,0.57752352
1.30000000e+01,2.43000000e+02,-7.99715621e-02
14.,89.,0.09595888
14.,191.,3.10566875
14.,21.,0.37028667
14.,440.,-1.61981222
14.,86.,-1.39288261
1.40000000e+01,3.57000000e+02,2.87955073e-01
14.,331.,-2.01027921
14.,272.,3.1883503
14.,486.,-1.84744387
14.,42.,-4.24810589
14.,487.,3.29481968
14.,384.,2.92864455
14.,54.,-1.51868143
14.,132.,1.89774231
14.,119.,-0.43374158
14.,242.,4.79451341
14.,2.,1.15178319
14.,173.,-0.6961685
14.,247.,0.53191442
14.,145.,1.04432554
1.50000000e+01,4.28000000e+02,-2.73784076e-01
15.,130.,0.61665907
15.,171.,-1.95863135
1.50000000e+01,3.58000000e+02,3.27993409e-02
15.,385.,0.81913443
15.,278.,0.60531073
15.,394.,-1.3515262
15.,113.,0.31925377
15.,36.,1.49725492
15.,313.,0.37086985
1.50000000e+01,9.50000000e+01,5.06946179e-02
15.,249.,2.19808011
15.,30.,2.37723198
1.50000000e+01,4.26000000e+02,-1.97802099e-01
15.,310.,3.02710822
15.,234.,0.68716117
15.,78.,0.55807114
15.,139.,2.65269121
15.,121.,2.28029394
15.,70.,1.30330904
16.,423.,0.74074714
16.,149.,-1.01828821
16.,34.,-0.37795925
1.60000000e+01,2.48000000e+02,2.40358238e-02
16.,66.,-0.69516013
16.,97.,0.52074173
16.,193.,-1.87345817
16.,35.,0.08697496
1.60000000e+01,1.78000000e+02,1.73308371e-01
16.,45.,0.13788427
1.6000000e+01,2.2400000e+02,1.2428471e-02
16.,65.,0.16167582
16.,13.,0.03702672
1.60000000e+01,1.61000000e+02,-2.98398952e-03
1.60000000e+01,3.10000000e+02,1.96548799e-01
16.,431.,1.10224158
16.,143.,-1.5222688
16.,93.,0.40337987
16.,394.,1.20155597
16.,6.,-1.49062507
17.,18.,-1.54410551
1.70000000e+01,3.72000000e+02,3.64074318e-01
1.7000000e+01,3.2100000e+02,-2.1877294e-02
17.,181.,1.71046406
17.,104.,1.40270517
17.,138.,-0.7037876
1.70000000e+01,2.22000000e+02,6.01400422e-02
17.,1.,0.59278981
1.70000000e+01,1.93000000e+02,1.57220835e-01
17.,500.,-0.80186202
17.,257.,0.72526966
17.,2.,-0.33957362
1.700000e+01,4.790000e+02,2.450518e-01
17.,169.,-2.08319045
17.,342.,0.51427933
17.,34.,1.20461485
17.,410.,-2.81362459
17.,329.,0.51565149
17.,81.,0.52430969
17.,246.,1.09874542
18.,223.,0.62512527
18.,2.,1.92686253
18.,83.,-0.15657833
18.,375.,1.14872332
18.,32.,-1.46602679
18.,160.,-0.53323744
18.,298.,3.5715036
18.,212.,2.21793601
18.,46.,2.74874098
18.,254.,2.52100964
18.,432.,-2.95514421
18.,103.,0.9213529
18.,323.,-0.91377016
18.,308.,3.53272177
18.,122.,0.87849132
18.,436.,-1.34929703
18.,388.,-1.24554975
18.,5.,-2.89038671
18.,217.,4.08185788
18.,187.,1.36775551
1.90000000e+01,1.74000000e+02,6.32414293e-02
19.,457.,1.49692099
19.,182.,0.69265195
19.,157.,0.25513892
19.,114.,0.91293136
19.,96.,-1.29347473
1.90000000e+01,4.48000000e+02,-1.42864976e-01
19.,108.,0.90254607
19.,117.,-1.64651264
19.,263.,0.62425316
19.,276.,2.77785969
1.90000000e+01,3.72000000e+02,3.71181621e-01
19.,52.,-0.90315185
1.90000000e+01,2.13000000e+02,2.03503824e-01
19.,53.,0.21290395
19.,420.,-2.2810225
19.,214.,-0.94342636
19.,324.,2.41384431
19.,486.,-0.94267829
1.90000000e+01,4.85000000e+02,-4.24184547e-01
20.,409.,2.22434901
20.,466.,-0.7397331
20.,99.,-0.21100714
20.,140.,0.79926979
20.,335.,-1.58523335
20.,357.,-1.00167472
20.,40.,0.12783472
20.,496.,-0.70370608
20.,464.,0.47087071
20.,431.,-0.78631405
20.,113.,0.3757734
20.,34.,-1.2535351
20.,47.,-0.8223312
20.,346.,0.37294888
20.,20.,1.86655081
20.,231.,-0.83158957
20.,344.,-1.6918542
20.,417.,1.36743367
20.,250.,0.36699105
20.,394.,-1.94766758
21.,462.,2.7992687
21.,181.,-3.43156844
21.,130.,-0.52275124
21.,458.,1.26408011
21.,220.,1.14070499
21.,52.,-3.03174671
2.10000000e+01,4.41000000e+02,4.01327113e-01
21.,63.,1.79516974
2.10000000e+01,2.24000000e+02,-7.17999862e-03
21.,249.,-0.69960197
21.,360.,-3.1834633
21.,466.,-1.10387565
2.10000000e+01,1.76000000e+02,1.27401582e-01
21.,19.,-4.67203745
21.,409.,0.41340759
21.,302.,-2.95747826
21.,343.,4.01030703
21.,8.,2.39129919
21.,49.,1.6179494
21.,117.,-1.14411193
22.,475.,-2.67440042
22.,308.,0.93558334
2.20000000e+01,3.49000000e+02,-1.71171666e-01
22.,472.,0.70094515
22.,375.,-1.44791432
22.,167.,-2.80039971
22.,121.,0.32778938
22.,35.,0.1185381
22.,216.,-4.75878207
22.,316.,0.5110785
22.,220.,-2.65963376
2.20000000e+01,3.51000000e+02,7.10879506e-02
22.,413.,-0.92304607
22.,157.,-0.85613908
2.20000000e+01,2.09000000e+02,1.71563291e-01
22.,158.,-0.19285596
22.,117.,0.2033267
22.,407.,-1.2550906
22.,323.,-0.96350057
22.,111.,-1.75773942
23.,276.,-1.54155135
23.,89.,-1.84742216
23.,50.,2.21284311
23.,26.,1.2888378
23.,398.,1.49714049
23.,422.,0.70379412
23.,253.,-0.92754702
23.,161.,1.19467587
23.,381.,1.45455834
23.,130.,0.37882293
23.,234.,-1.28420629
2.30000000e+01,4.44000000e+02,-2.58328916e-01
23.,454.,1.24357998
23.,412.,0.45593797
23.,390.,-0.43780532
23.,96.,2.88478973
2.30000000e+01,2.23000000e+02,-1.69087469e-01
23.,265.,2.5659974
23.,191.,0.57507522
23.,442.,-1.30500932
24.,492.,0.69536102
24.,120.,-0.36984721
24.,445.,2.62344817
24.,53.,-0.10170936
24.,381.,1.41259333
24.,128.,1.83768099
2.40000000e+01,1.61000000e+02,-9.45352373e-02
24.,11.,1.41217184
24.,496.,2.64125482
2.40000000e+01,4.48000000e+02,3.97224918e-01
2.40000000e+01,2.81000000e+02,-2.54948321e-01
24.,196.,-1.97448122
24.,38.,-0.47668362
24.,291.,-3.74253068
24.,29.,1.20115713
24.,328.,2.70053009
24.,433.,1.65499388
24.,59.,-0.58011594
24.,51.,0.69546938
2.40000000e+01,2.00000000e+02,-7.98676384e-02
25.,338.,1.07543019
25.,461.,-0.55080347
25.,398.,-0.73593244
25.,129.,-1.75897122
25.,472.,0.47877325
25.,160.,1.28811559
25.,148.,-2.63837693
25.,61.,1.72299801
25.,187.,-0.35964171
25.,222.,0.88815187
2.50000000e+01,3.77000000e+02,-1.03220595e-01
25.,406.,2.95019675
25.,499.,-2.44803161
25.,259.,-2.85415675
2.50000000e+01,2.95000000e+02,1.63010865e-01
25.,292.,1.25953402
2.50000000e+01,3.40000000e+02,-1.51148489e-01
25.,26.,-0.23347534
25.,79.,-0.74226873
2.50000000e+01,2.23000000e+02,1.45600759e-01
26.,67.,-0.73738799
2.60000000e+01,4.97000000e+02,-7.44007845e-02
26.,489.,-0.77337802
26.,299.,-0.32754141
26.,1.,-0.44969368
26.,313.,1.01767303
26.,492.,-1.71697013
26.,94.,1.7162443
26.,249.,-1.3369015
26.,318.,0.63398471
26.,406.,-0.69819963
2.60000000e+01,3.56000000e+02,2.90369544e-01
26.,96.,-2.20538976
26.,14.,0.23497255
26.,286.,0.92546441
26.,3.,1.35802433
26.,354.,-0.83865033
26.,422.,-0.9691498
26.,353.,-1.49230285
2.60000000e+01,4.45000000e+02,-2.49966254e-01
27.,403.,-2.82847987
27.,212.,-1.08308964
27.,31.,-1.96024642
27.,57.,0.72082194
27.,356.,-0.57408199
27.,72.,-0.46456185
27.,345.,-0.58986213
27.,124.,1.48946948
2.70000000e+01,3.97000000e+02,-1.39362079e-01
27.,209.,-3.17315063
27.,129.,-0.13827176
27.,187.,0.50820402
27.,453.,0.49015507
27.,369.,0.5490105
27.,319.,-2.77252964
27.,289.,0.38204613
27.,491.,-1.50328671
27.,328.,0.43538866
27.,56.,0.06005245
27.,181.,-0.85853351
28.,294.,0.32463383
28.,67.,-0.43909813
28.,252.,-1.09372622
2.80000000e+01,3.22000000e+02,-2.81801827e-01
28.,90.,0.8441362
28.,236.,0.26349919
28.,137.,0.16248689
28.,14.,-0.6028566
2.80000000e+01,3.36000000e+02,-1.01511372e-01
2.80000000e+01,3.54000000e+02,-9.39891777e-02
28.,145.,-0.27039146
28.,255.,-1.15217915
28.,7.,-1.44502699
28.,480.,-0.74803741
28.,398.,0.51931357
2.80000000e+01,3.57000000e+02,-1.21306936e-01
28.,468.,-0.75719632
28.,219.,1.53243438
2.80000000e+01,4.49000000e+02,2.10997059e-01
2.80000000e+01,4.60000000e+02,-1.98625991e-01
29.,325.,-0.3260374
29.,76.,-0.99774358
29.,133.,0.8963368
29.,67.,-0.58686385
29.,74.,-1.28259452
2.90000000e+01,4.62000000e+02,3.70930455e-02
29.,165.,0.94816723
29.,256.,-0.29230513
2.9000000e+01,4.9700000e+02,2.7040389e-01
29.,295.,0.31072663
29.,251.,-1.0241963
2.9000000e+01,4.3600000e+02,-1.2330481e-01
29.,426.,0.67021084
29.,6.,1.07327173
29.,190.,1.38485934
29.,20.,-1.36761085
29.,95.,2.06300957
29.,394.,0.93397884
29.,496.,1.69292838
29.,475.,0.66924127
3.00000000e+01,4.11000000e+02,6.02899757e-02
30.,99.,0.4653434
30.,390.,0.68155274
30.,169.,-0.47714442
30.,86.,-0.51995792
30.,109.,0.21380107
30.,154.,-0.57893065
30.,116.,-0.65578694
3.00000000e+01,3.34000000e+02,-1.67390347e-01
30.,221.,-0.23370454
30.,3.,-0.14555101
30.,184.,-0.65753845
3.00000000e+01,4.24000000e+02,1.07189199e-01
30.,395.,-0.40604694
30.,97.,-0.72328264
3.0000000e+01,3.5200000e+02,-2.9060469e-01
3.00000000e+01,1.97000000e+02,-9.33257473e-02
30.,310.,0.74477277
30.,491.,1.29711715
3.00000000e+01,3.20000000e+02,-2.92676725e-01
31.,358.,-0.74822344
3.10000000e+01,3.68000000e+02,-6.93250917e-02
31.,297.,0.86135598
31.,14.,-0.59024403
31.,208.,1.22943554
31.,264.,1.672487
31.,352.,1.80567728
3.10000000e+01,1.97000000e+02,4.23107235e-02
31.,496.,-0.99204299
31.,221.,1.20372345
31.,95.,-1.69852137
3.10000000e+01,4.66000000e+02,-2.49895573e-01
31.,247.,-0.96122258
31.,391.,-0.91226317
31.,446.,1.54790442
31.,444.,-1.06911056
3.10000000e+01,4.38000000e+02,-2.68441689e-01
31.,57.,0.42976429
31.,66.,-1.39891139
31.,345.,0.53144305
32.,404.,-1.45482382
32.,45.,0.88794569
32.,32.,0.62980672
32.,491.,-1.88213799
32.,361.,0.99879101
32.,225.,-0.70107499
32.,65.,-1.46248232
32.,149.,-1.17961603
32.,279.,-0.42690913
32.,459.,2.73923915
32.,163.,0.52836804
32.,71.,-0.27700295
32.,116.,0.16949421
32.,432.,1.13023086
3.20000000e+01,3.79000000e+02,1.59242724e-01
32.,89.,0.33518978
32.,438.,-2.39837222
32.,94.,-0.58795459
32.,494.,-0.96924512
32.,335.,-0.66982993
33.,203.,1.02036696
33.,88.,-1.36338915
3.3000000e+01,1.9500000e+02,-9.1974612e-02
33.,452.,-0.87563993
33.,140.,0.38640337
33.,115.,0.22638225
33.,67.,0.17860693
33.,480.,1.04887959
33.,153.,-1.89086259
33.,172.,0.30019209
33.,359.,-1.67121843
33.,408.,1.21931705
33.,208.,3.62844996
33.,257.,1.91595495
33.,433.,0.70725635
33.,16.,0.83869411
33.,352.,-1.7767759
33.,84.,2.19807465
33.,431.,-1.2057797
33.,189.,3.10218367
3.40000000e+01,2.43000000e+02,8.91171153e-02
34.,5.,-0.33068539
34.,125.,-0.27967045
34.,50.,-2.4599012
34.,462.,-0.54152871
3.4000000e+01,3.0800000e+02,-4.5847626e-02
34.,169.,-2.51028025
34.,72.,0.27712718
34.,78.,0.71044947
34.,159.,1.37848965
34.,70.,1.93904304
34.,122.,-0.94394861
34.,124.,0.37532785
34.,302.,1.2458286
34.,293.,-2.02710979
3.40000000e+01,4.85000000e+02,6.15329717e-02
34.,287.,-0.8967776
34.,61.,1.31340495
34.,325.,-2.09138417
34.,408.,-0.49589364
35.,345.,0.76370046
35.,353.,-1.99107793
35.,456.,0.87249376
3.50000000e+01,4.38000000e+02,-3.97305034e-01
35.,95.,-1.97714802
3.50000000e+01,2.82000000e+02,1.43444771e-01
35.,45.,-0.63242084
35.,111.,-0.46502142
3.50000000e+01,2.47000000e+02,3.22514993e-02
35.,402.,-1.06604937
3.50000000e+01,3.74000000e+02,1.99613101e-01
35.,175.,-0.28122017
35.,413.,1.40262777
35.,135.,0.2461458
35.,127.,-0.35738151
35.,459.,1.03568134
35.,399.,1.28274421
35.,347.,-1.33401179
35.,18.,0.30295465
3.5000000e+01,1.3200000e+02,1.2516693e-01
3.60000000e+01,4.92000000e+02,3.96884959e-02
36.,199.,2.04398591
36.,319.,-1.29129768
36.,271.,-0.46384304
3.60000000e+01,3.22000000e+02,-1.44589102e-01
3.60000000e+01,3.64000000e+02,-3.49746627e-01
36.,472.,-0.77402564
36.,313.,-2.05090406
36.,232.,-0.4814111
36.,94.,-1.25391895
36.,269.,-1.48333523
3.60000000e+01,4.22000000e+02,-1.14210001e-01
36.,77.,1.42509731
36.,200.,0.698806
36.,32.,-0.28054024
36.,148.,-0.18458056
36.,217.,0.23288885
36.,397.,0.59001694
36.,80.,0.15382513
3.60000000e+01,2.30000000e+02,1.01079763e-01
3.70000000e+01,3.54000000e+02,-8.51722529e-02
37.,114.,-0.89582406
37.,103.,0.48871668
3.70000000e+01,2.87000000e+02,-1.32554049e-01
37.,102.,-0.79768235
37.,37.,-0.61166869
3.70000000e+01,3.26000000e+02,2.36088457e-01
3.7000000e+01,3.7800000e+02,-2.7014719e-01
3.70000000e+01,4.50000000e+02,1.61843004e-01
37.,215.,0.48679936
37.,105.,-0.37798509
3.70000000e+01,3.59000000e+02,-2.59259064e-01
3.70000000e+01,4.45000000e+02,3.08915761e-01
37.,485.,-0.6174524
37.,120.,0.59978412
37.,265.,0.37163189
37.,451.,1.58643383
37.,87.,0.21711913
3.70000000e+01,4.81000000e+02,-2.66994506e-01
3.70000000e+01,3.64000000e+02,1.64236917e-01
38.,312.,-0.89009756
38.,311.,1.76407492
38.,167.,0.47496863
3.80000000e+01,2.88000000e+02,1.51022909e-01
3.80000000e+01,2.10000000e+02,9.02649955e-02
38.,28.,-0.94937865
3.80000000e+01,3.86000000e+02,-2.26027672e-01
38.,84.,0.71800706
3.80000000e+01,2.21000000e+02,8.29562203e-02
3.80000000e+01,2.64000000e+02,-1.08526231e-01
38.,375.,1.49446019
38.,45.,-0.88243655
38.,273.,-0.37066964
38.,168.,-0.62291825
38.,220.,0.27658754
38.,17.,-0.0401497
38.,374.,0.78723263
3.8000000e+01,4.1300000e+02,2.9403582e-01
38.,322.,0.44945668
38.,107.,1.16818999
3.90000000e+01,1.98000000e+02,-1.86616698e-01
3.90000000e+01,4.60000000e+01,8.76955305e-03
39.,259.,0.38882197
39.,131.,0.53076352
39.,472.,0.47504299
3.90000000e+01,2.69000000e+02,-2.55697425e-01
39.,335.,-1.67256798
39.,398.,-0.54913755
39.,265.,-1.92993248
39.,350.,-0.53139461
39.,397.,-0.84144777
39.,106.,1.93588818
39.,168.,1.34073141
39.,164.,-0.85425772
39.,483.,0.69767895
3.90000000e+01,4.69000000e+02,-3.14829622e-02
39.,385.,0.39030738
39.,447.,0.73239065
39.,2.,-0.20250375
39.,187.,-0.83456752
40.,85.,-1.61874994
40.,419.,0.92857684
40.,168.,-1.02597238
4.00000000e+01,5.00000000e+02,-3.55787697e-01
40.,189.,0.79813012
4.00000000e+01,1.54000000e+02,-8.58140193e-02
40.,287.,0.49109532
40.,179.,-0.20929341
40.,78.,0.49866486
4.00000000e+01,4.45000000e+02,2.78607131e-01
40.,268.,0.60997573
4.00000000e+01,2.97000000e+02,-1.07701798e-01
40.,28.,-0.22470669
4.00000000e+01,4.28000000e+02,1.16420692e-01
40.,99.,0.93517349
4.00000000e+01,4.43000000e+02,2.44204099e-01
4.00000000e+01,2.01000000e+02,1.04504166e-01
4.00000000e+01,4.94000000e+02,2.48009725e-01
40.,96.,0.38957855
40.,192.,-0.78044483
41.,4.,0.13100479
4.10000000e+01,2.68000000e+02,2.47736641e-01
41.,403.,-4.40472456
41.,80.,0.13543372
41.,449.,-0.87143888
41.,466.,-1.99945549
41.,197.,0.23171234
41.,21.,1.28267378
41.,124.,0.8560859
41.,219.,1.15920657
41.,25.,0.83228191
41.,303.,0.8054074
41.,265.,-1.11632701
41.,310.,1.48004243
41.,304.,0.44694256
41.,42.,-1.88964559
41.,411.,-0.5165419
41.,190.,-1.50488125
41.,361.,-2.31403227
41.,119.,1.95295795
4.20000000e+01,4.79000000e+02,-8.47848314e-02
4.20000000e+01,3.12000000e+02,-1.28567864e-01
42.,450.,0.59263372
4.2000e+01,3.3800e+02,1.1761e-01
42.,59.,0.47509196
42.,230.,0.72364227
4.20000000e+01,4.49000000e+02,-3.26658184e-01
42.,299.,-0.79654955
42.,280.,0.3931745
42.,92.,2.628248
4.20000000e+01,3.60000000e+02,2.11483087e-01
42.,116.,-0.52851882
4.20000000e+01,2.40000000e+02,1.32737558e-01
4.20000000e+01,3.63000000e+02,-7.10401997e-03
42.,200.,0.76154375
4.20000000e+01,3.04000000e+02,1.50117994e-01
4.20000000e+01,4.60000000e+02,3.57248245e-01
42.,203.,-0.23464019
42.,135.,0.18985473
42.,292.,1.66399132
43.,294.,-1.23250801
43.,16.,1.72358845
43.,490.,-3.3941221
43.,247.,-1.76048594
4.30000000e+01,1.26000000e+02,5.57305786e-03
43.,158.,-0.93930535
43.,74.,-0.83501108
43.,262.,-2.59236532
4.30000000e+01,3.69000000e+02,3.02098511e-01
43.,241.,-2.23470773
43.,213.,-3.4032585
43.,463.,-1.33492744
43.,411.,0.49547524
43.,379.,0.70286971
43.,174.,-1.02646441
43.,178.,-0.70876114
43.,443.,-1.18272367
43.,500.,-1.28068454
43.,226.,-1.7656548
43.,82.,-0.21740865
44.,60.,0.43920098
44.,221.,-0.95701551
44.,331.,-0.89769425
4.40000000e+01,1.84000000e+02,4.81274157e-02
4.4000000e+01,9.6000000e+01,3.1928583e-02
4.4000000e+01,3.2500000e+02,-1.4410806e-01
44.,285.,-0.80812808
44.,92.,-0.74086737
44.,326.,-0.45031565
44.,7.,0.71204095
44.,14.,-0.26730758
44.,269.,-1.86690571
44.,117.,-0.39807016
44.,89.,0.76026924
44.,329.,-0.62549013
44.,485.,-0.88156801
44.,258.,0.8105033
44.,206.,-0.72773145
44.,229.,0.48326334
44.,94.,-0.40871534
45.,402.,-0.49134959
45.,336.,-0.69507355
45.,139.,-0.2474559
4.50000000e+01,1.45000000e+02,-1.32004796e-01
4.50000000e+01,4.82000000e+02,1.60067251e-01
45.,468.,-0.46814712
45.,495.,-0.95200533
45.,416.,0.76813542
4.50000000e+01,2.00000000e+00,-4.19755399e-02
45.,488.,-0.80196123
4.50000000e+01,4.19000000e+02,2.52411478e-01
4.50000000e+01,3.96000000e+02,-1.90976994e-01
45.,174.,-0.6056609
45.,398.,0.776112
45.,141.,0.29475658
45.,13.,-0.61560431
4.5000000e+01,4.9800000e+02,-6.2669241e-02
45.,345.,0.66526462
45.,197.,0.5854225
4.50000000e+01,3.73000000e+02,3.89631447e-02
46.,119.,0.75677655
46.,135.,-0.56158877
46.,459.,-0.85568908
46.,47.,1.95608874
46.,91.,0.55999448
46.,333.,0.3871981
4.60000000e+01,4.42000000e+02,-3.15161418e-01
46.,380.,-0.79077088
46.,303.,-0.75494763
46.,19.,-1.70958931
4.60000000e+01,3.88000000e+02,1.34503271e-01
46.,168.,-2.07936463
46.,212.,1.03852079
46.,350.,0.96513828
46.,478.,0.68849782
46.,85.,-1.62353745
